titulo,autor,ISBN_13,ISBN_10,ano,paginas,idioma,editora,rating,genero
As palavras,Clarice Lispector,9788532528759,8532528759,2013,312,português,Rocco,4.2,
As Palavras do Amor,Lisa See,9788532524034,8532524036,2009,360,português,Rocco,3.8,
As Pessoas dos Livros,Fernanda Young,9788532526403,8532526403,2011,158,português,Rocco,3.5,
As Plantas e Sua Magia,Jacques Brosse,9788532503992,8532503993,1993,253,português,Rocco,3.7,
As Pontes de Madison,Robert James Waller,9788574795775,8574795771,2003,143,português,Planeta,4.2,
As Redes da Ilusão,Amy Tan,9788532523273,8532523277,2008,448,português,Rocco,3.8,
As redes secretas do poder,Pablo Allegritti,9788576654872,8576654873,2010,384,português,Planeta,2.5,
As Regras da Riqueza,Richard Templar,9788575424568,8575424564,2009,224,português,Sextante,3.7,
As Regras da Vida,Richard Templar,9788575423639,8575423630,2008,224,português,Sextante,3.9,
As Regras de Ouro da Conduta Profissional,W. J. KING & JAMES G. SKAKOON,9788575424445,8575424440,2008,128,português,Sextante,3.7,
As Regras do Casamento,Ellen Fein,9788532517401,8532517404,2004,192,português,Rocco,3.1,
As Regras do Trabalho,RICHARD TEMPLAR,9788575422526,8575422529,2006,240,português,Sextante,4.1,
As regras mudaram,Ellen Fein & Sherrie Schneider,9788532528414,8532528414,2013,304,português,Rocco,3,
As Relíquias Sagradas de Hitler,Sidney D. Kirkpatrick,9788575426753,8575426753,2011,408,português,Sextante,4,
As Revelações Picantes dos Grandes Chefs,Irvine Welsh,9788532522894,8532522890,2008,432,português,Rocco,4,
As Rosas Inglesas - Bom Demais Para Ser Verdade,Madonna,9788532522016,8532522017,2007,64,português,Rocco,3.7,
As Setas do Cupido,Edith Templeton,9788532517265,8532517269,2008,257,português,Rocco,2.8,
AS SETE HISTÓRIAS DE AMOR,MARCIA MILLMAN,9788532517791,853251779X,2004,254,português,Rocco,3.8,
As Sete Leis Espirituais da Ioga,Deepak Chopra,9788532520487,8532520480,2004,189,português,Rocco,4.1,
As Sete Leis Espirituais Para os Pais,Deepak Chopra,9788532509345,8532509347,2001,152,português,Rocco,3.7,
As Sete Linhas da Umbanda,Janaina Azevedo,9788579301162,8579301165,2010,144,português,Universo,3.9,
As Sociedades Secretas mais Perversas da História,Shelley Klein,9788576652335,8576652331,2007,286,português,Planeta,3.7,
As Suas Lembranças São Minhas,Cecelia Ahern,9788532525734,8532525733,2010,352,português,Rocco,3.8,
As surpresas do Pequeno Nicolau,René Goscinny,9788579800597,8579800595,2011,160,português,Rocco,4.4,
As últimas cartas de Jacopo Ortis,Ugo Foscolo,9788579802188,8579802180,2015,240,português,Rocco,5,
As Vantagens de Ser Otimista,Allan Percy,9788543100142,8543100143,2014,128,português,Sextante,3.6,
As Vidas de Chico Xavier,Marcel Souto Maior,9788532504883,8532504884,1996,248,português,Rocco,4.5,
As Vidas de Chico Xavier,Marcel Souto Maior,9788574795744,8574795747,2003,272,português,Planeta,4.5,
Asco,Horacio Moya,9788532528254,8532528252,2013,112,português,Rocco,3.7,
Assassin's Creed: Barba Negra - O Diário Perdido,Christie Golden,9788501092724,850109272X,2014,148,português,Galera,4.5,
Assuntos Pendentes,James Van Praagh,9788575425589,8575425587,2010,256,português,Sextante,4.1,
Assuntos Pendentes - Coleção Auto Estima,James Van Praagh,9788575427118,8575427113,2010,159,português,Sextante,4.1,
Astrologia Real,Oscar Quiroga,9788532512871,8532512879,2002,277,português,Rocco,3.9,
Até que enfim é segunda,Roxanne Emmerich,9788575426746,8575426745,2011,144,português,Sextante,3.2,
Ateliê Fashion: Estampas Para Colorir,Rafaella Machado,9788501105172,8501105171,2015,80,português,Galera,4.1,
Atendimento Nota 10,PERFORMANCE RESEARCH ASSOCIATES,9788575423615,8575423614,2008,192,português,Sextante,4,
Atentado ao pudor,Tom Sharpe,9788532510402,853251040X,1999,276,português,Rocco,3.7,
Atire em Sofia,Sonia Coutinho,9788532502704,8532502709,1989,183,português,Rocco,3.5,
Através do Fogo,Bruce DeSilva,9788532527790,8532527795,2012,304,português,Rocco,3.9,
Augusto Cury. O Colecionador de Lágrimas e em Busca do Sentido da Vida - Caixa,Augusto Cury,9788542204506,8542204506,2014,744,português,,4.3,
Aumente o poder do seu cérebro,John Medina,9788575425862,8575425862,2010,256,português,Sextante,4.1,
Aurora Boreal,Åsa Larsson,9788576655183,8576655187,2010,304,português,Planeta,3.4,
Aurora Boreal,Åsa Larsson,9789896571320,9896571325,2010,324,português,Planeta,3.4,
Autobiografia de um Iogue,Paramahansa Yogananda,9788575422120,857542212X,2006,563,inglês,Sextante,4.6,
Autoconfiança,Florencia Andrés,9788560096893,8560096892,2010,224,português,Planeta,4.1,
Ave do Paraíso,Georgina Martins,9788576651482,8576651483,2006,79,português,Planeta,0,
Aventuras de Alice no País das Maravilhas,Lewis Carroll,9788579300714,8579300711,2009,118,português,Universo,3.9,
Aventuras E Desventuras De Tiao E Mané,Lurdes Gonçalves,9788532519764,8532519768,2006,100,português,Rocco,5,
Aviador,Eoin Colfer,9788501082701,8501082708,2009,448,português,Galera,4.2,
Axolotle Atropelado,Helene Hegemann,9788580570588,8580570581,2011,208,português,Intrínseca,2.8,
Azul Alentejo,Mônica Ali,9788532522184,8532522181,2007,152,português,Rocco,2.8,
Azul-Corvo,Adriana Lisboa,9788532525987,8532525989,2010,224,português,Rocco,4,
Backlash,Susan Faludi,9788532512987,8532512984,2001,460,português,Rocco,4.4,
Baile de Gelo em Nova York,Fabrice Colin,9788579801563,8579801567,2013,296,português,Rocco,3.1,
Baile de máscaras,Rosiska Darcy de Oliveira,9788532528797,8532528791,2014,248,português,Rocco,4.3,
Balzac,Johnnes Willms,9788576654346,8576654342,2008,298,português,Planeta,3.4,
Barry Trotter e a Paródia Cara-de-Pau,Michael Gerber,9788588210592,8588210592,2004,190,português,Planeta,2.7,
Baseado em fatos reais,Delphine de Vigan,9788580579420,8580579422,2016,256,português,Intrínseca,3.2,
Bate Coração,Gustavo Reiz,9788532519177,8532519172,2006,231,português,Rocco,4.2,
Battlefield 3,Andy McNab,9788501083876,8501083879,2012,350,português,Galera,4,
Battlefield 4: Contagem Regressiva,Peter Grimsdale,9788501034762,8501034762,2014,308,português,Galera,4.1,
Beauvoir apaixonada,Irène Frain,9788576862154,8576862158,2013,334,português,Verus,4.2,
Beijos,Hulton Getty,9788575420522,8575420526,2003,114,português,Sextante,3.8,
Bela e irresistível,Priscila Gorzoni,9788579302411,8579302412,2011,128,português,Universo,2.7,
Beleza do Corpo na Dinâmica do Envelhecer,Pedro Paulo Monteiro,9788589239554,8589239551,2008,144,português,Gutenberg,4,
Belezas Perigosas,Libba Bray,9788561384234,8561384239,2008,324,português,Rocco,3.9,
Belgravia: O passado retorna (Capítulo 10),Julian Fellowes,9788580579833,858057983X,2016,41,português,Intrínseca,0,
Bellini e a Esfinge,Tony Bellotto,9788574796819,8574796816,2004,240,português,Planeta,3.6,
Bem-Vindo à Vida,Eduardo Aquino,9788575424087,8575424084,2008,144,português,Sextante,3.7,
Bem-vindo ao meu país,Lauren Slater,9788532507556,8532507557,1996,168,português,Rocco,2.7,
"Berlim, Agora",Peter Schneider,9788532529671,8532529674,2015,352,português,Rocco,3.8,
Bhagavati,Kara Dalkey,9789727311378,9727311377,1998,278,português,Planeta,5,
Bia não quer dormir,Thalita Rebouças,9788562500701,8562500704,2014,32,português,Rocco,4.4,
Bichos-papões anônimos,Pascal Bruckner,9788532512420,8532512429,2001,126,português,Rocco,3.7,
Big Bang - A Teoria,George Beahm,9788579302909,8579302900,2011,336,português,Universo,3.6,
Bijapur,Kara Dalkey,9789727311231,9727311237,1997,296,português,Planeta,0,
Biografia não autorizada do Vaticano,Santiago Camacho,9788576651833,8576651831,2006,228,português,Planeta,3.6,
Black Sabbath: Biografia ilustrada,Universo dos livros,9788579306068,857930606X,2013,184,português,Universo,3.8,
Blecaute,John Rocco,9788501102478,8501102474,2015,48,português,Galera,4.1,
Body for Life para mulheres,Dra. Pamela Peeke,9788575422557,8575422553,2006,272,português,Sextante,3.5,
Boêmios,Dan Fraanck,9788589885256,8589885259,2004,560,português,Planeta,3,
"Bons Carboidratos, Maus Carboidratos",Johanna Burani,9788575421222,8575421220,2004,144,português,Sextante,3.4,
BORGES Uma biografia em imagens,Alejandro Vaccario,9788576651741,8576651742,2006,182,português,Planeta,4,
Box 21,Börge Hellström,9788576655329,8576655322,2010,352,português,Planeta,3.8,
Box As Mil E Uma Noites,Galland,9788595081390,8595081395,2019,1088,português,HarperCollins,4.1,
BRASIL BEER,Henrique Oliveira,9788582350065,8582350066,2013,304,português,Gutenberg,3.7,
Brasil em movimento,Maria Borba,9788532529510,8532529518,2014,448,português,Rocco,3.7,
Brasileirismos,Roberto DaMatta,9788532529459,8532529453,2015,480,português,Rocco,0,
Breve Espaço Entre Cor e Sombra,Cristovão Tezza,9788532508546,8532508545,1998,268,português,Rocco,3.7,
Brinque Comigo,Jill Mc Donald,9788575423691,857542369X,2010,10,português,Sextante,0,
Bruce Dickinson,Bruce Dickinson,9788582350836,858235083X,2013,304,português,Gutenberg,4.1,
BRUNO - O Cavaleiro da luz,Jaccob Gonik,9788532522153,8532522157,2007,164,português,Rocco,4.3,
Bruno e a fúria dos bárbaros,Jacobb Gonik,9788532519467,8532519466,2005,175,português,Rocco,4,
Bruno e a Maldição da Serpente,Jacobb Gonik,9788532516756,8532516750,2004,156,português,Rocco,3.6,
Buda,Deepak Chopra,9788599296172,8599296175,2007,246,português,Sextante,4.2,
Buda ou Desapego,Perry Garfinkel,9788532521521,8532521525,2007,333,português,Rocco,3.6,
Buick 8,Stephen King,9788574796444,8574796441,2004,200,português,Planeta,3.3,
Buick 8,Stephen King,9788574796451,857479645X,2004,188,português,Planeta,3.3,
Bumerangue,Michael Lewis,9788575427408,8575427407,2011,224,português,Sextante,3.9,
"Buracos negros, universos-bebês e outros ensaios",Stephen Hawking,9788532505286,8532505287,1995,144,português,Rocco,4.1,
Buscas Curiosas,Margaret Atwood,9788532513816,8532513816,2005,429,português,Rocco,3.6,
Business Think,Dave Marcum,9788532521675,8532521673,2007,256,português,Rocco,3.6,
Cabala - Alcançando Mundos Superiores,Rav Michael Laitman,9788576651970,8576651971,2006,310,português,Planeta,4,
Cabelos arrepiados,Karen Acioly,9788579801792,8579801796,2014,40,português,Rocco,3.7,
Cabo Josino Viloso,Francisco J. C. Dantas,9788576650676,8576650673,2005,150,português,Planeta,3.7,
Cachos e Tranças,Erich Kästner,9788561396046,8561396040,2009,176,português,Rocco,3.6,
Caco e o Dragão,Ian Ogilvy,9788561384616,8561384611,2009,272,português,Rocco,4.3,
Caco e o Maloquim,Ian Ogilvy,9788561384913,8561384913,2009,304,português,Rocco,3.3,
Caderno Podrão do Bolinha e do Bolão,Inês Stanisiere,9788576653226,8576653222,2007,120,português,Planeta,2.9,
Cadernos de Rabiscos,Claire Faÿ,9788598078366,8598078360,2008,48,português,Intrínseca,3,
Cães de Aluguel & Amor à Queima-Roupa,Quentin Tarantino,9788532507273,8532507271,1997,308,português,Rocco,4.5,
"Cães Educados, Donos Felizes",Cesar Millan,9788576860389,8576860384,2008,300,português,Verus,4.1,
Cães Negros,Ian McEwan,9788532504173,8532504175,1996,151,português,Rocco,3.5,
Cãezinhos,Hulton Getty,9788575420256,8575420259,2002,112,português,Sextante,4.1,
Café Com Eficiência,Chuck Martin,9788575424438,8575424432,2008,112,português,Sextante,3.9,
Café da Manhã com Sócrates,Robert Rowland Smith,9788532525758,853252575X,2010,208,português,Rocco,3.3,
Café-da-Manhã Com Tiffany,Edwin John Wintle,9788532521330,8532521339,2008,360,português,Rocco,3.7,
Cai a Noite Tropical,Manuel Puig,9788532500021,8532500021,1988,156,português,Rocco,4.3,
Calico Joe,John Grisham,9788532527981,8532527981,2012,224,português,Rocco,3.6,
Caligrafia Silenciosa,George Popescu,9788579802362,8579802369,2015,80,português,Rocco,3.8,
Cambada de Arruaceiros,Tom Sharpe,9788532507396,8532507395,1997,235,português,Rocco,4.5,
Camel Club,David Baldacci,9788532523136,8532523137,2008,528,português,Rocco,4,
Caminhos da Lei,John Grisham,9788532525888,8532525881,2010,320,português,Rocco,3.5,
CAMINHOS DE LIBERDADE,Javier Moro,9788576654544,8576654547,2011,460,português,Planeta,4.6,
"Camisa, short e meião",Moacyr Luz,9788579800092,8579800099,2010,80,português,Rocco,3,
Campos de Londres,Martin Amis,9788532500861,8532500862,1993,350,português,Rocco,3.6,
Cantando a Plenos Pulmões,Claudia Bepko e Jo Ann Krestan,9788532504982,8532504981,1995,386,português,Rocco,4,
Cantando na chuva,Peter wollen,9788532505293,8532505295,2005,92,português,Rocco,4.3,
Cantiga de Sangue,Melvin Burgess,9788532527370,853252737X,2012,318,português,Rocco,3.7,
Cantos dos Malditos,Austregésilo Carrano Bueno,9788532512758,8532512755,2001,200,português,Rocco,4.3,
Cão-da-Lua,Erik L´homme,9788532521354,8532521355,2004,217,português,Rocco,3.3,
Caos calmo,Sandro Veronesi,9788532522733,8532522734,2007,415,português,Rocco,3.9,
Capitão de Sangue,Justin Somper,9788501082688,8501082686,2009,496,português,Galera,4.3,
Cárcere Privado,Elmore Leonard,9788332509392,8332509394,2005,283,português,Rocco,3.6,
"Carnavais, malandros e heróis",Roberto DaMatta,9788532507600,8532507603,1994,352,português,Rocco,4,
Carnaval,Luiza Trigo,9788579801051,8579801052,2012,152,português,Rocco,3.8,
Carolina Se Apaixona,Federico Moccia,9788576657828,8576657821,2012,400,português,Planeta,3.1,
Carta aberta de Woody Allen para Platão,Juan Antonio Rivera,9788542200041,8542200047,2013,256,português,Planeta,3.7,
Carta Aberta Para Minha Mae,Gabriel Chalita,9788576658245,8576658240,2012,112,português,,3.3,
Carta para Alguém Bem Perto,Fernanda Young,9788573022131,8573022132,1998,384,português,Objetiva,4,
Cartas de um Escritor Solitário,Sam Savage,9788576656029,8576656027,2011,224,português,Planeta,3.3,
Cartas do coração: uma antologia do amor,Elizabeth Orsini,9788532510570,8532510574,1999,268,português,Rocco,4,
Cartas do inferno,Ramón Sampedro,9788576650805,8576650800,2005,278,português,Planeta,3.5,
Cartas para Hitler,Henrik Eberle,9788576655312,8576655314,2010,464,português,Planeta,3.8,
Casa da Lua,Soraya Nunes,9788532519917,8532519911,2006,95,português,Rocco,3.8,
Casaco Marrom,Giselle Nogueira,9788501083159,8501083151,2010,144,português,Galera,3.2,
Casada À Força,Leila,9788576650867,857665086X,2005,252,português,Planeta,3.8,
Casamento à prova de traição,Willard F. Harley Jr.,9788543101088,8543101085,2014,256,português,Sextante,4.3,
Casamento Quase Perfeito,Stephenie Dowrick,9788575425688,8575425684,2010,96,português,Sextante,2.6,
Cassino Blues,Elmore Leonard,9788532521255,8532521258,2007,271,português,Rocco,2.8,
"Catapora não se come, Clara Rosa",Tony Ross,9788532508461,8532508464,1998,108,português,Rocco,3.6,
"Catarina, A Menina Chamada Passarinha",Karen Cushman,9788532507792,8532507794,1998,159,português,Rocco,3.5,
Cavalheiros e jogadores,Joanne Harris,9788532527738,8532527736,2013,448,português,Rocco,3.8,
Cavalo de Tróia 2 - Massada,J.J. Benitez,9788576659228,8576659220,2012,480,português,,0,
Cavalos Roubados,Per Petterson,9788576860853,8576860856,2010,253,português,Verus,3.6,
Celebridade,Chris Rojek,9788532521361,8532521363,2008,223,português,Rocco,3.4,
Celebutantes,Amanda Goldberg,9788532523013,8532523013,2008,375,português,Rocco,3.1,
Cem anos de uma paixão,Cláudia Mattos,9788532507297,8532507298,1997,125,português,Rocco,4.5,
Cem Melhores Crônicas,Mario Prata,9788576653264,8576653265,2007,376,português,Planeta,4,
Cem Verões,Beatriz Williams,9788568432013,8568432018,2015,384,português,Rocco,3.9,
Cem Vinhos Imperdíveis do Guia Descorchados 2009,Patricio Tapia,9788576654568,8576654563,2009,80,português,Planeta,0,
Cemitério de navios,Mauro Pinheiro,9788532503923,8532503926,1993,159,português,Rocco,2.8,
Cemitério Maldito,Stephen King,9788574796611,8574796611,1983,243,português,Planeta,4.3,
Cento e Quatro Cavalos,Mandy Retzlaff,9788532528865,8532528864,2014,320,português,Rocco,4.1,
Cerco,Daniel Frazão,9788532517609,8532517609,2004,305,português,Rocco,3.3,
Céu de Tango,Elsa Osório,9788576654087,8576654083,2008,406,português,Planeta,3.4,
Chá nas Montanhas,Paul Bowles,9788532504722,8532504728,1994,263,português,Rocco,3.8,
Chamado selvagem,Jack London,9788579801853,8579801850,2014,128,português,Rocco,4.1,
Chega de dieta!,Daniela Jakubowicz,9788576652823,857665282X,2007,160,português,Planeta,3.7,
Cheiro Forte,Silviano Santiago,9788532505255,8532505252,1995,60,português,Rocco,2.2,
"Chica, sinhá! ",Carlos Alberto de Carvalho,9788579303104,8579303109,2008,192,português,Universo,3.8,
China: o Renascimento do Império,Claudia Trevisan,9788576651420,8576651424,2006,236,português,Planeta,3.8,
Chinês com Sono,Leonardo Fróes,9788532519603,8532519601,2005,157,português,Rocco,3.5,
Chitty Chitty Bang Bang: o carro mágico,Ian Fleming,9788501082626,8501082627,2011,129,português,Galera,4.2,
Chocolate,Mort Rosenblum,9788532520128,853252012X,2006,381,português,Rocco,4.2,
Chuva de Outono,Barry Eisler,9788532516411,8532516416,2003,317,português,Rocco,4,
Chuva Forte,Barry Eisler,9788532518835,8532518834,2005,336,português,Rocco,4,
Chuva Mortal,Barry Eisler,9788532521200,8532521207,2007,319,português,Rocco,4.2,
Chuva Tropical,Barry Eisler,9788532520531,8532520537,2006,373,português,Rocco,4.2,
Cibermistérios e outros Horrores,Laura Bergallo,9788579800856,8579800854,2011,128,português,Rocco,3.4,
"Cida, a gata maravilha",LUIZ PAULO FACCIOLI,9788501082268,8501082260,2008,96,português,Galera,4.2,
Cidadão Kane,Laura Mulvey,9788532506191,8532506194,1992,118,português,Rocco,3.8,
Cigarros São Sublimes,Richard Klein,9788532506900,8532506909,1997,264,português,Rocco,4.3,
Ciladas do Destino,Joy Fielding,9788532517357,8532517358,2004,440,português,Rocco,3.9,
Cinco Casos,Michael Crichton,9788532511508,8532511503,2000,192,português,Rocco,3.2,
Cinema Pirata,Cory Doctorow,9788501401137,8501401137,2012,432,português,Galera,3.8,
Círculo de Fogo,Michelle Zink,9788579801471,8579801478,2013,364,português,Rocco,3.8,
Círculo de Xamãs,Olga Kharitidi,9788532512376,8532512372,2001,223,português,Rocco,4.7,
"Ciúme, Chulé e um Apelido Ridículo",Stella Florence,9788532513939,853251393X,2002,186,português,Rocco,3.9,
Civilização,Niall Ferguson,9788542200553,8542200551,2013,432,,,0,
Clara Rosa não é nome de flor,Paula Danziger,9788532508454,8532508456,1998,80,português,Rocco,3.5,
clara rosa vê vermelho,paula danziger,9788532513915,8532513913,1997,108,português,Rocco,3.5,
Clarice Lispector,Carlos Mendes de Sousa,9788532528346,8532528341,2013,272,português,Rocco,4.4,
Clarice na Cabeceira,Clarice Lispector,9788532527103,8532527108,2011,272,português,Rocco,4.1,
Clarice na Cabeceira,Clarice Lispector,9788532528025,8532528023,2012,240,português,Rocco,4.2,
Claros sinais de loucura,Karen Harrington,9788580575088,8580575087,1969,,português,Intrínseca,3.8,
Clockers,Richard Price,9788532505965,8532505961,1990,588,português,Rocco,3.8,
Clube do Beijo,Marcia Kupstas,9788532519849,8532519849,2006,140,português,Rocco,3.6,
Cobertor de Estrelas,Ricardo Lísias,9788532510457,8532510450,1999,127,português,Rocco,3.2,
Código da Vida,Saulo Ramos,9788576659655,8576659654,2013,720,português,Planeta,3.8,
Coisas engraçadas aconteceram no caminho para o futuro,Michael J. Fox,9788576656845,8576656841,2011,144,português,Planeta,3.8,
Coleção Aprenda Idiomas sem complicação: Alemão,Juliana Rebelo,9788579300240,857930024X,2009,128,português,Universo,3.8,
Coleção Dona de Casa do Século XXI - Volume 1,Priscila Gorzoni,9788579302046,8579302048,2011,68,português,Universo,5,
Colosso,Niall Ferguson,9788576656241,8576656248,2011,448,português,Planeta,3.7,
Coma,Alex Garland,9788532519702,8532519709,2001,160,português,Rocco,3.3,
"Começo, meio e fim",Frei Betto,9788562500688,8562500682,2014,36,português,Rocco,3.9,
Como a Filosofia pode explicar o Amor,Paulo Ghiraldelli,9788579302541,8579302544,2011,112,português,Universo,3.4,
Como a Geração Sexo-Drogas-e-Rock'n'Roll Salvou Hollywood,Peter Biskind,9788598078670,8598078670,2009,502,português,Intrínseca,4.2,
Como a Geração Sexo-Drogas-e-Rock'n'Roll Salvou Hollywood,Peter Biskind,9788598078687,8598078689,2009,502,português,Intrínseca,4.2,
Como a Starbucks Salvou a Minha Vida,Michael Gates Gill,9788575424339,8575424335,2008,192,português,Sextante,3.9,
Como Água de Chuva,Sandra Brown,9788532527530,8532527531,2012,232,português,Rocco,4,
Como Atrair A Pessoa Dos Seus Sonhos,Claudia Ponte,9788579305337,8579305330,2013,128,português,Universo,3.8,
Como Aumentar Sua Auto-Estima,Nathaniel Branden,9788575424711,8575424718,2009,160,português,Sextante,3.4,
Como chegar ao sim com você mesmo,William Ury,9788543102009,8543102006,2015,144,português,Sextante,3.9,
Como chegar ao topo,Jeffrey J. Fox,9788575426357,8575426354,2011,128,português,Sextante,3.5,
Como Conhecer Deus,Deepak Chopra,9788532512185,8532512186,2001,386,português,Rocco,4.2,
Como Conquistar as Pessoas,Barbara Pease,9788575424704,857542470X,2009,63,português,Sextante,3.2,
Como Conquistar e Cativar Pessoas,Heather Hansen,9788579301841,857930184X,2009,160,português,Universo,4.2,
Como construir uma grande marca,Stephen Brown,9788576652069,8576652064,2006,194,português,Planeta,3.6,
Como Controlar o Colesterol,Dra.Anjali Arora,9788579301865,8579301866,2011,96,português,Universo,3.5,
Como Convencer Alguém Em 90 Segundos,Nicholas Boothman,9788550301761,8550301760,1969,192,português,Universo,0,
Como cozinhar sem receitas,Glynn Christian,9788565383387,8565383385,2012,264,português,Gutenberg,3.6,
Como criar em Iluminação,DESIGN MUSEUM,9788580620122,8580620120,2012,112,português,Gutenberg,4,
Como criar em Tipografia,Design Museum,9788580620139,8580620139,2012,112,português,Gutenberg,3.4,
Como Criar Uma Cadeira,Design Museum,9788580620108,8580620104,2012,112,português,Gutenberg,3.8,
Como Criar Uma Vida Encantada,Victoria Moran,9788532513625,853251362X,2002,257,português,Rocco,3,
Como curar a depressão,Harold H. Bloomfield M.D.,9788575423806,8575423800,2008,144,português,Sextante,3.2,
Como despertar o melhor das pessoas,Laurie Beth Jones,9788575424155,8575424157,2008,155,português,Sextante,3.6,
Como dirigir sem Medo,Adriana de Araújo,9788579302794,857930279X,2011,95,português,Universo,3,
Como Dizer Adeus em Robô,Natalie Standiford,9788501091024,8501091022,2013,344,português,Galera,3.8,
Como dizer não sem sentir culpa,Patti Breitman,9788532519108,8532519105,2005,268,português,Rocco,3,
Como Elaborar Um Plano De Negócios,Iain Maitland,9788576650645,8576650649,2017,99,português,,0,
Como Encantar Seus Clientes,Bob Miglani,9788575424544,8575424548,2009,128,português,Sextante,3.9,
Como Encontrar o Seu Amor,Padre Chrystian Shankar,9788579303258,8579303257,2012,128,português,Universo,4,
Como enfrentar a violência verbal,Patricia Evans,9788543101736,8543101735,2015,256,português,Sextante,4.3,
Como enfrentar suas tempestades,Richard Carlson,9788532517890,8532517897,2004,353,português,Rocco,3,
Como enlouquecer um homem na cama,Tina Robbins,9788579303166,8579303168,2012,160,português,Universo,3.7,
Como Falar em Público,Vanessa Freitas,9788599187104,8599187104,2005,127,português,Universo,3.2,
Como Fazer as Pessoas Gostarem de Você a Primeira Vista,BOOTHMAN,9788575421062,8575421069,2004,144,português,Sextante,3.6,
Como fazer o amor dar certo,Steven Carter,9788575427040,8575427040,2011,176,português,Sextante,3.7,
Como fazer seu filho trocar o NÃO pelo SIM,Jerry Wyckoff e Barbara C. Unell,9788575423004,8575423002,2007,190,português,Sextante,4.5,
Como Fazer um Excelente Currículo,Yana Parker,9788586796289,858679628X,2000,80,português,Sextante,0,
Como governar o mundo,Parag Khanna,9788580570502,8580570506,2011,250,português,Intrínseca,3.2,
Como impressionar nas entrevistas de emprego,Ken Lawson,9788579302701,8579302706,2011,126,português,Universo,3.8,
Como Impressionar Positivamente ao Falar em Público,Vanessa Freitas,9788599187616,8599187619,2007,112,português,Universo,3.5,
Como Influênciar e Motivar Pessoas,Leandro Martins,9788599187692,8599187694,2007,128,português,Universo,3.5,
Como Iniciar uma Conversa e Fazer Amigos,Don Gabor,9788575428061,8575428063,2012,228,português,Sextante,3.6,
Como Investir Seu Dinheiro,Rodolfo Lorenzato,9788599187807,8599187805,2008,96,português,Universo,3.6,
Como memorizar tudo o que quiser,Marcos da Costa Gois,9788579302992,8579302994,2012,112,português,Universo,3.5,
Como mentir com estatística,Darrell Huff,9788580579536,8580579538,2016,160,português,Intrínseca,4.2,
Como montar uma mulher-bomba,Luciana Pessanha,9788532511539,8532511538,2008,112,português,Rocco,4,
Como nasceram as estrelas,Clarice Lispector,9788532510167,8532510167,1987,56,português,Rocco,3.9,
Como nasceram as estrelas: doze lendas brasileiras,Clarice Lispector,9788579800726,8579800722,2011,80,português,Rocco,3.7,
Como os mercados quebram,John Cassidy,9788580570427,8580570425,2011,392,português,Intrínseca,3.9,
Como praticar,XIV Dalai Lama (Tenzin Gyatso),9788532515650,8532515657,2003,230,português,Rocco,3.6,
Como Proteger Seus Filhos,Gavin De Becker,9788586796777,8586796778,2001,316,português,Sextante,3.9,
Como Proust Pode Mudar Sua Vida,Alain de Botton,9788532509659,8532509657,1999,193,português,Rocco,3.6,
Como Questionar a Vida Com Sabedoria,Matthew Linn e Outros,9788587795267,8587795260,2002,113,português,Verus,3.7,
Como Redigir Um Currículo,Steve Morris,9788576650560,8576650568,2005,92,português,Planeta,4,
Como se comunicar corretamente,Ken Lawson,9788579302695,8579302692,2011,128,português,Universo,2.5,
Como se defender de ataques verbais,Barbara Berckhan,9788575426975,8575426974,2011,112,português,Sextante,3.5,
Como se defender de manipuladores,Yves-Alexandre Thalmann,9788543100197,8543100194,2014,128,português,Sextante,3.3,
Como se Libertar das Relações Tóxicas,Lucy Beresford,9788543101019,8543101018,2014,240,português,Sextante,3.5,
Como se relacionar melhor com as pessoas,Beverly D. Flaxington,9788575429747,8575429744,2013,128,português,Sextante,3.7,
Como se tornar mais confiante e assertivo,Robert E. Alberti,9788575423981,8575423983,2008,224,português,Sextante,3.3,
Como Se Tornar Um Campeao De Vendas,Allan Pease,9788575425145,8575425145,2009,112,português,Sextante,3.7,
Como Se Tornar Um Comunicador Fora de Série,Timothy J. Koegel,9788575426364,8575426362,2011,160,português,Sextante,3.8,
Como se tornar um grande líder,KEN LAWSON,9788579302732,8579302730,2012,112,português,Universo,3.5,
Como se tornar um ótimo chefe,Jill Geisler,9788575429600,8575429604,2013,240,português,Sextante,3.5,
Como ser feliz apesar de tudo,Hugh Prather,9788575421536,8575421530,2005,174,português,Sextante,3.1,
Como Ser Legal,Nick Hornby,9788532513731,8532513735,2002,307,português,Rocco,3.4,
Como Ser um Vendedor de Sucesso,Linda Richardson,9788575422274,8575422278,2006,80,português,Sextante,3.1,
Como sobreviver à perda de um amor,Harold H. Bloomfield,9788575421710,8575421719,2005,144,português,Sextante,3.4,
Como sobreviver em Família,Catherine Mathelin,9788532520203,8532520200,2006,156,português,Rocco,3.4,
Como sobreviver sendo um menino,Jacques Arènes,9788532521309,8532521304,2003,111,português,Rocco,3.6,
Como trabalhar com pessoas difíceis,Ken Lawson,9788579302718,8579302714,2011,110,português,Universo,3.2,
Como transformar sua equipe no seu maior patrimônio,Lorrayne Grubbs-West,9788575422755,8575422758,2007,126,português,Sextante,3.8,
Como treinar o seu trem,Jason Carter Eaton,9788562500671,8562500674,2014,40,português,Rocco,4,
Como Viver a Dois,Barbara Pease,9788575426449,8575426443,2011,128,português,Sextante,3.3,
